DB.Class.Key,Symbol.x,Symbol.y
49403584,Tmprss2,TMPRSS2
49403585,Dram1,DRAM1
49403586,Styxl1,STYXL1
49403587,Cmss1,CMSS1
49403588,Def8,DEF8
49403589,Dhtkd1,DHTKD1
49403590,Emx1,EMX1
49403591,Fkbp2,FKBP2
49403592,Dgcr6,DGCR6
49403593,Tectb,TECTB
49403594,Cnih2,CNIH2
49403595,Uxt,UXT
49403596,Tprkb,TPRKB
49403597,Gsto2,GSTO2
49403598,Lypd6,LYPD6
49403599,Islr2,ISLR2
49403600,Islr,ISLR
49403601,Cutc,CUTC
49403602,Acot7,ACOT7
49403603,Cited2,CITED2
49403604,Cd151,CD151
49403605,Hspb7,HSPB7
49403606,Pcnp,PCNP
49403607,Nexn,NEXN
49403608,Raly,RALY
49403609,Adprhl1,ADPRHL1
49403610,Rnf24,RNF24
49403611,Trappc6b,TRAPPC6B
49403612,Fhl2,FHL2
49403613,Slc25a44,SLC25A44
49403614,Mvk,MVK
49403615,Map2,MAP2
49403616,Csad,CSAD
49403617,Smyd5,SMYD5
49403618,Scamp3,SCAMP3
49403619,Armc1,ARMC1
49403620,Rlig1,RLIG1
49403621,Ccnd3,CCND3
49403622,Samm50,SAMM50
49403623,Mpv17l2,MPV17L2
49403624,Spire2,SPIRE2
49403625,Dscc1,DSCC1
49403626,C1d,C1D
49403627,Polr2i,POLR2I
49403628,Arhgef39,ARHGEF39
49403629,Pex10,PEX10
49403630,Rpia,RPIA
49403631,Ap1m2,AP1M2
49403632,Myd88,MYD88
49403633,Mettl8,METTL8
49403634,Mrpl17,MRPL17
49403635,Pex7,PEX7
49403636,Neil3,NEIL3
49403637,Cdc42ep2,CDC42EP2
49403638,Pced1b,PCED1B
49403639,Pced1a,PCED1A
49403640,Tmem248,TMEM248
49403641,Yif1b,YIF1B
49403642,Rdm1,RDM1
49403643,Asrgl1,ASRGL1
49403644,Sumf2,SUMF2
49403645,Fbln5,FBLN5
49403646,Saa1,SAA1
49403647,Saa3,SAA1
49403648,Saa2,SAA1
49403649,Saa4,SAA4
49403650,Ttr,TTR
49403651,Haao,HAAO
49403652,Cox6a2,COX6A2
49403653,C1qc,C1QC
49403654,Ttc36,TTC36
49403655,Tm7sf2,TM7SF2
49403656,Apip,APIP
49403657,Stam2,STAM2
49403658,Txnl4a,NAA11
49403659,Mettl1,METTL1
49403660,Uck1,UCK1
49403661,Cope,COPE
49403662,Prrg1,PRRG1
49403663,Arl2,ARL2
49403664,Impact,IMPACT
49403665,Cdh6,CDH6
49403666,Ift20,IFT20
49403667,AI837181,C11orf68
49403668,Adra1b,ADRA1B
49403669,Slc7a2,SLC7A2
49403670,Steep1,STEEP1
49403671,Lrrc20,LRRC20
49403672,Aspdh,ASPDH
49403673,Crip1,CRIP1
49403674,Phlda1,PHLDA1
49403675,Bfsp2,BFSP2
49403676,Mrpl53,MRPL53
49403677,Hint1,HINT1
49403678,Cox17,COX17
49403679,Commd3,COMMD3
49403680,Ndufs6,NDUFS6
49403681,Pitx3,PITX3
49403682,Fancg,FANCG
49403683,Mtx3,MTX3
49403684,Nit2,NIT2
49403685,Vti1a,VTI1A
49403686,Nsmce4a,NSMCE4A
49403687,Eid3,EID3
49403688,Tmem127,TMEM127
49403689,C1qa,C1QA
49403690,Rcl1,RCL1
49403691,Tsen54,TSEN54
49403692,Ctbs,CTBS
49403693,Mrpl13,MRPL13
49403694,Rtbdn,RTBDN
49403695,Polr2b,POLR2B
49403696,Lrit2,LRIT2
49403697,Pcbp3,PCBP3
49403698,Phactr3,PHACTR3
49403699,Ints2,INTS2
49403700,Cabp5,CABP5
49403701,Cryba4,CRYBA4
49403702,Wbp2,WBP2
49403703,Atp6v0e2,ATP6V0E2
49403704,Irx6,IRX6
49403705,Neu4,NEU4
49403706,Tpd52l1,TPD52L1
49403707,Pin4,PIN4
49403708,Gsr,GSR
49403709,Ovca2,OVCA2
49403710,Pcyt1a,PCYT1A
49403711,Srrm2,SRRM2
49403712,Mrps17,MRPS17
49403713,Echdc1,ECHDC1
49403714,Spring1,SPRING1
49403715,Zbtb8b,ZBTB8B
49403716,Rrp7a,RRP7A
49403717,Tmem11,TMEM11
49403718,Chodl,CHODL
49403719,Noxa1,NOXA1
49403720,Hikeshi,HIKESHI
49403721,Dpf1,DPF1
49403722,Aspscr1,ASPSCR1
49403723,Reep2,REEP2
49403724,Gfra1,GFRA1
49403725,Slc35e4,SLC35E4
49403726,Faim2,FAIM2
49403727,Cbx7,CBX7
49403728,Mecr,MECR
49403729,Ndufc2,NDUFC2
49403730,Rgs16,RGS16
49403731,Actl6b,ACTL6B
49403732,Trh,TRH
49403733,Chmp4c,CHMP4C
49403734,Nudt18,NUDT18
49403735,Rasl11a,RASL11A
49403736,Hddc3,HDDC3
49403737,Gm2a,GM2A
49403738,Ctns,CTNS
49403739,Impa2,IMPA2
49403740,Phyh,PHYH
49403741,Gabra4,GABRA4
49403742,Alad,ALAD
49403743,Slc38a11,SLC38A11
49403744,Dctd,DCTD
49403745,Fign,FIGN
49403746,Asb6,ASB6
49403747,Prrg4,PRRG4
49403749,Asb4,ASB4
49403750,Pcyox1,PCYOX1
49403751,Gstcd,GSTCD
49403752,Cdk10,CDK10
49403753,Tmem256,TMEM256
49403754,Lypla1,LYPLA1
49403755,Rab23,RAB23
49403756,Fam131c,FAM131C
49403757,Jmjd7,JMJD7
49403758,Rhbdd1,RHBDD1
49403759,Abhd4,ABHD4
49403760,Klhl36,KLHL36
49403761,Acer1,ACER1
49403762,Fcf1,FCF1
49403763,Polr2h,POLR2H
49403764,Dnaaf2,DNAAF2
49403765,Mrps33,MRPS33
49403766,Cox16,COX16
49403767,Spata6,SPATA6
49403768,Rfc5,RFC5
49403769,Gng8,GNG8
49403770,Efcab11,EFCAB11
49403771,Bdh2,BDH2
49403772,Ssbp1,SSBP1
49403773,Hdhd2,HDHD2
49403774,Pole4,POLE4
49403775,Zfp750,ZNF750
49403776,Capsl,CAPSL
49403777,Iglon5,IGLON5
49403778,Nip7,NIP7
49403779,Plgrkt,PLGRKT
49403780,Lactb,LACTB
49403781,Tmem128,TMEM128
49403782,Derl2,DERL2
49403783,Dnajb9,DNAJB9
49403784,Phlda2,PHLDA2
49403785,Necap2,NECAP2
49403786,Wif1,WIF1
49403787,Slc29a2,SLC29A2
49403788,Mettl21a,METTL21A
49403789,Rnf152,RNF152
49403790,Gtdc1,QTMAN
49403791,B4galt7,B4GALT7
49403792,Foxn2,FOXN2
49403793,Trim13,TRIM13
49403794,Gtf2a2,GTF2A2
49403795,Schip1,SCHIP1
49403796,Iqschfp,IQCJ-SCHIP1
49403797,Pop4,POP4
49403798,Mettl2,METTL2A
49403799,Gdi1,GDI1
49403800,Ei24,EI24
49403801,Commd10,COMMD10
49403802,Phkg1,PHKG1
49403803,Tmem120b,TMEM120B
49403804,Gmpr,GMPR
49403805,Recql,RECQL
49403806,Chrna5,CHRNA5
49403807,Crot,CROT
49403808,Med4,MED4
49403809,Trmt112,TRMT112
49403810,Barx1,BARX1
49403811,Anapc16,ANAPC16
49403812,Tma16,TMA16
49403813,Mrps7,MRPS7
49403814,Itprip,ITPRIP
49403815,Shisa4,SHISA4
49403816,Gnpda1,GNPDA1
49403817,Fpgt,FPGT
49403818,Spin4,SPIN4
49403819,Dph1,DPH1
49403820,Oard1,OARD1
49403821,Mrps25,MRPS25
49403822,Exosc7,EXOSC7
49403823,Ankrd49,ANKRD49
49403824,Eif3k,EIF3K
49403825,Pmpcb,PMPCB
49403826,Abhd18,ABHD18
49403827,Pfdn1,PFDN1
49403828,Fbxl22,FBXL22
49403829,Gnb1l,GNB1L
49403830,Cog8,COG8
49403831,Vps33b,VPS33B
49403832,Rfc2,RFC2
49403833,Man2b1,MAN2B1
49403834,Armt1,DCPH1
49403835,Glb1,GLB1
49403836,Hibch,HIBCH
49403837,Polr1h,POLR1H
49403838,Ercc5,ERCC5
49403839,Wars2,WARS2
49403840,Bscl2,BSCL2
49403841,Thap3,THAP3
49403842,Spata4,SPATA4
49403843,Ptn,PTN
49403844,Nup205,NUP205
49403845,B4galt1,B4GALT1
49403846,Pdcd7,PDCD7
49403847,Ints8,INTS8
49403848,Il1b,IL1B
49403849,Slc25a19,SLC25A19
49403850,Tal2,TAL2
49403851,Tekt2,TEKT2
49403852,Slit3,SLIT3
49403853,Rab12,RAB12
49403854,Nanp,NANP
49403855,Banp,BANP
49403856,Ndufs5,NDUFS5
49403857,Atg4a-ps,ATG4A
49403858,Atg4a,ATG4A
49403859,Homer2,HOMER2
49403860,Arl6ip4,ARL6IP4
49403861,Bloc1s2,BLOC1S2
49403862,Cnot6l,CNOT6L
49403863,Eri2,ERI2
49403864,Osr2,OSR2
49403865,Dapp1,DAPP1
49403866,Snrnp25,SNRNP25
49403867,Cyb5d1,CYB5D1
49403868,Galnt7,GALNT7
49403869,Tmed8,TMED8
49403870,Cib1,CIB1
49403871,Rhof,RHOF
49403872,Rhod,RHOD
49403873,Nudt12,NUDT12
49403874,Fam221a,FAM221A
49403875,Triap1,TRIAP1
49403876,Wdr38,WDR38
49403877,Mfsd10,MFSD10
49403878,Morn5,MORN5
49403879,Gpr157,GPR157
49403880,Cysltr1,CYSLTR1
49403881,Syt13,SYT13
49403882,Gosr1,GOSR1
49403883,Dnajc28,DNAJC28
49403884,Wdr73,WDR73
49403885,Cops6,COPS6
49403886,Hexa,HEXA
49403887,Mrpl30,MRPL30
49403888,Grap2,GRAP2
49403889,Ss18l2,SS18L2
49403890,Tmem243,TMEM243
49403891,Rfesd,RFESD
49403892,Cldn19,CLDN19
49403893,Ap5m1,AP5M1
49403894,Pecr,PECR
49403895,Lpcat2b,LPCAT2BP
49403896,Lpcat2,LPCAT2
49403897,Pbld1,PBLD
49403898,Pbld2,PBLD
49403899,Mppe1,MPPE1
49403900,Dph3,DPH3
49403901,Raver1,RAVER1
49403902,Setd4,SETD4
49403903,Gda,GDA
49403904,Ndufs4,NDUFS4
49403905,Srp14,SRP14
49403906,Itgbl1,ITGBL1
49403907,Polr2l,POLR2L
49403908,Glod5,GLOD5
49403909,Prdx5,PRDX5
49403910,Mrpl27,MRPL27
49403911,Stx18,STX18
49403912,Mrps24,MRPS24
49403913,Snrnp35,SNRNP35
49403914,Ndufa2,NDUFA2
49403915,Igsf21,IGSF21
49403916,Mcee,MCEE
49403917,B3galnt2,B3GALNT2
49403918,Coro7,CORO7
49403919,Vkorc1l1,VKORC1L1
49403920,Mrpl41,MRPL41
49403921,Wbp4,WBP4
49403922,Higd2a,HIGD2A
49403923,Stk16,STK16
49403924,Gtpbp3,GTPBP3
49403925,Alg3,ALG3
49403926,Rad52,RAD52
49403927,Ptcd2,PTCD2
49403928,Ascc1,ASCC1
49403929,Psph,PSPH
49403930,Snx30,SNX30
49403931,Frg1,FRG1
49403932,Ccs,CCS
49403933,Leprot,LEPROT
49403934,Fam210b,FAM210B
49403935,Zbtb8os,ZBTB8OS
49403936,Stard4,STARD4
49403937,Ppie,PPIE
49403938,Nsdhl,NSDHL
49403939,Irak1bp1,IRAK1BP1
49403940,Fbxo3,FBXO3
49403941,Cpb2,CPB2
49403942,Polr1e,POLR1E
49403943,Eed,EED
49403944,Dhrs7b,DHRS7B
49403945,Pdrg1,PDRG1
49403946,Ndufs3,NDUFS3
49403947,Znhit1,ZNHIT1
49403948,Mrpl10,MRPL10
49403949,Hspb2,HSPB2
49403950,Dusp22,DUSP22
49403951,Ptrh1,PTRH1
49403952,Agtr2,AGTR2
49403953,Rmnd1,RMND1
49403955,Pim3,PIM3
49403956,Abcb8,ABCB8
49403957,Ppp1r13l,PPP1R13L
49403958,C1qtnf1,C1QTNF1
49403959,Cdcp1,CDCP1
49403960,Sh3d19,SH3D19
49403961,Cap2,CAP2
49403962,Mtrf1,MTRF1
49403963,Ptpn18,PTPN18
49403964,Fsip1,FSIP1
49403965,Rtel1,RTEL1
49403966,Arfrp1,ARFRP1
49403967,Snx13,SNX13
49403968,Trpt1,TRPT1
49403969,Rbbp8,RBBP8
49403970,Chtf18,CHTF18
49403971,Fam241a,FAM241A
49403972,Fam219b,FAM219B
49403973,Ttc14,TTC14
49403974,Tcp11l1,TCP11L1
49403975,Morn4,MORN4
49403976,Enpp4,ENPP4
49403977,Sertad1,SERTAD1
49403978,Sertad3,SERTAD3
49403979,Hsf4,HSF4
49403980,Nalcn,NALCN
49403981,Ankrd13b,ANKRD13B
49403982,Mfsd11,MFSD11
49403983,Etnk2,ETNK2
49403984,Sugct,SUGCT
49403985,Dgat2,DGAT2
49403986,Astn1,ASTN1
49403987,Ccdc174,CCDC174
49403988,Bmp6,BMP6
49403989,Smg5,SMG5
49403990,Gstz1,GSTZ1
49403991,Rps29,RPS29
49403992,Atg14,ATG14
49403993,Gsg1l,GSG1L
49403994,Smim19,SMIM19
49403995,Agfg2,AGFG2
49403996,Ccdc22,CCDC22
49403997,Ube2s,UBE2S
49403998,Ube2srt,UBE2S
49403999,Dusp12,DUSP12
49404000,Tsnax,TSNAX
49404001,Pex11g,PEX11G
49404002,Rab33b,RAB33B
49404003,Dcbld1,DCBLD1
49404004,Ergic1,ERGIC1
49404005,Slc25a29,SLC25A29
49404006,Rnf11,RNF11
49404007,Fbxl18,FBXL18
49404008,Zmat1,ZMAT1
49404009,Tor2a,TOR2A
49404010,Mrpl44,MRPL44
49404011,Bag5,BAG5
49404012,Ccdc77,CCDC77
49404013,Nudt17,NUDT17
49404014,Ccnh,CCNH
49404015,Rab27a,RAB27A
49404016,Snx24,SNX24
49404017,Idi1,IDI1
49404018,Pdf,PDF
49404019,Tmem106b,TMEM106B
49404020,Aasdhppt,AASDHPPT
49404021,Miox,MIOX
49404022,Borcs7,BORCS7
49404023,Ndufa5,NDUFA5
49404024,Bmerb1,BMERB1
49404025,Acbd7,ACBD7
49404026,E4f1,E4F1
49404027,Crygn,CRYGN
49404028,Tlr3,TLR3
49404029,Phykpl,PHYKPL
49404030,Dzip1l,DZIP1L
49404031,Srek1ip1,SREK1IP1
49404032,Gdf9,GDF9
49404033,Numbl,NUMBL
49404034,Tfr2,TFR2
49404035,Tbce,TBCE
49404036,Pm20d1,PM20D1
49404037,Gamt,GAMT
49404038,Cenpm,CENPM
49404039,Car14,CA14
49404040,Trmt6,TRMT6
49404041,Tamm41,TAMM41
49404042,Sox14,SOX14
49404043,Smyd3,SMYD3
49404044,Gpr55,GPR55
49404045,Tmem150b,TMEM150B
49404046,Ppil1,PPIL1
49404047,Txnl4b,TXNL4B
49404048,Acot10,ACOT9
49404049,Eefsec,EEFSEC
49404050,Dcdc2b,DCDC2B
49404051,Dcdc2a,DCDC2
49404052,Ccdc92,CCDC92
49404053,Exo5,EXO5
49404054,Primpol,PRIMPOL
49404055,Thnsl2,THNSL2
49404056,Sh3d21,SH3D21
49404057,Abhd13,ABHD13
49404058,Snx2,SNX2
49404059,Rpl22,RPL22
49404060,Naga,NAGA
49404061,Nubp2,NUBP2
49404062,Golph3l,GOLPH3L
49404063,Katnal2,KATNAL2
49404064,Myef2,MYEF2
49404065,Grpel1,GRPEL1
49404066,Itgav,ITGAV
49404067,Cyp1b1,CYP1B1
49404068,Nrl,NRL
49404069,Usp51,USP51
49404070,Usp22,USP22
49404071,Usp27x,USP27X
49404072,Elovl2,ELOVL2
49404073,Emg1,EMG1
49404074,Pou2f3,POU2F3
49404075,Luc7l3,LUC7L3
49404076,Krr1,KRR1
49404077,Mcph1,MCPH1
49404078,Nrap,NRAP
49404079,Xkr9,XKR9
49404080,St6gal1,ST6GAL1
49404081,Sumf1,SUMF1
49404082,Pold3,POLD3
49404083,Apaf1,APAF1
49404084,Abi2,ABI2
49404085,Qng1,QNG1
49404086,Mgst2,MGST2
49404087,Foxn3,FOXN3
49404088,Cadm3,CADM3
49404089,Thap1,THAP1
49404090,Hoxb13,HOXB13
49404091,Dmc1,DMC1
49404092,Tchp,TCHP
49404093,Cd8a,CD8A
49404094,Myoc,MYOC
49404095,Mfng,MFNG
49404096,Egfl7,EGFL7
49404097,Egfl8,EGFL8
49404098,Dmrt1,DMRT1
49404099,Lck,LCK
49404100,Ppih,PPIH
49404101,Rag2,RAG2
49404102,Asb16,ASB16
49404103,Lgalsl2,LGALSL
49404104,Dgka,DGKA
49404105,Ccdc93,CCDC93
49404106,Hyal1,HYAL1
49404107,Pcgf5,PCGF5
49404108,St7,ST7
49404109,Hormad2,HORMAD2
49404110,Sult4a1,SULT4A1
49404111,Gipc3,GIPC3
49404112,Ttll8,TTLL8
49404113,Ttll3,TTLL3
49404114,Fbxo8,FBXO8
49404115,Mob2,MOB2
49404116,Brat1,BRAT1
49404117,Avil,AVIL
49404118,Rell2,RELL2
49404119,Cog4,COG4
49404120,Sptssb,SPTSSB
49404121,Zbtb8a,ZBTB8A
49404122,Kctd7,KCTD7
49404123,Rec8,REC8
49404124,Slc43a3,SLC43A3
49404125,Ormdl2,ORMDL2
49404126,Ing1,ING1
49404127,Lipt2,LIPT2
49404128,Olah,OLAH
49404129,As3mt,AS3MT
49404130,Zdhhc9,ZDHHC9
49404131,Rpl32,RPL32
49404133,Hnrnph3,HNRNPH3
49404134,Mycbp,MYCBP
49404135,Ehf,EHF
49404136,Pitx1,PITX1
49404137,Hal,HAL
49404138,Gmfg,GMFG
49404139,Mtfmt,MTFMT
49404140,Fut7,FUT7
49404141,Dnajc1,DNAJC1
49404142,Tmx3,TMX3
49404143,Znrf2,ZNRF2
49404144,Uggt1,UGGT1
49404145,Trappc2,TRAPPC2
49404146,Trappc2b,TRAPPC2
49404147,Cog7,COG7
49404148,Cfap126,CFAP126
49404149,Znhit2,ZNHIT2
49404150,Pigs,PIGS
49404151,Tsga10,TSGA10
49404152,Ppp1r26,PPP1R26
49404153,Bbs4,BBS4
49404154,Mrps28,MRPS28
49404155,Hps3,HPS3
49404156,Smg1,SMG1
49404157,Syne4,SYNE4
49404158,Gem,GEM
49404159,Fam168a,FAM168A
49404160,Arsk,ARSK
49404161,Dpep1,DPEP1
49404162,Esm1,ESM1
49404163,Dhrs11,DHRS11
49404164,Hlf,HLF
49404165,Slc25a38,SLC25A38
49404166,Abhd12b,ABHD12B
49404167,Orc2,ORC2
49404168,Rnf32,RNF32
49404169,Senp8,SENP8
49404170,Blvra,BLVRA
49404171,Tank,TANK
49404172,Nudt8,NUDT8
49404173,Rsph10b,RSPH10B
49404174,Catip,CATIP
49404175,Morn2,MORN2
49404176,Vsir,VSIR
49404177,Nxt2,NXT2
49404178,Nxt1,NXT1
49404179,Me1,ME1
49404180,Tefm,TEFM
49404181,Tmem229b,TMEM229B
49404182,Rnf44,RNF44
49404183,Rabggta,RABGGTA
49404184,Ugt2a2,UGT2A2
49404185,Ugt2a1,UGT2A1
49404186,Ugt2b34,UGT2B4
49404187,Ugt2b38,UGT2B10
49404188,Ugt2b36,UGT2B10
49404189,Ugt2b37,UGT2B10
49404190,Ugt2b5,UGT2B10
49404191,Ugt2b35,UGT2B10
49404192,Ugt2a3,UGT2A3
49404193,Ugt2b1,UGT2B10
49404194,Actmap,ACTMAP
49404195,Amn1,AMN1
49404196,Tmem86b,TMEM86B
49404197,Ctc1,CTC1
49404198,Dcakd,DCAKD
49404199,Ccdc61,CCDC61
49404200,Mrps9,MRPS9
49404201,Cox7a1,COX7A1
49404202,Nucb1,NUCB1
49404203,Foxred2,FOXRED2
49404204,Nars2,NARS2
49404205,Snap47,SNAP47
49404206,Tssc4,TSSC4
49404207,Nat14,NAT14
49404208,Ppm1l,PPM1L
49404209,St6galnac4,ST6GALNAC4
49404210,Uhmk1,UHMK1
49404211,Rfx3,RFX3
49404212,Ears2,EARS2
49404213,Rpain,RPAIN
49404214,Btc,BTC
49404215,Pick1,PICK1
49404216,Arl9,ARL9
49404217,Krtcap2,KRTCAP2
49404218,Kctd2,KCTD2
49404219,Asb10,ASB10
49404220,Ccdc34,CCDC34
49404221,Lysmd1,LYSMD1
49404222,Rcsd1,RCSD1
49404223,Slc25a42,SLC25A42
49404224,Rnf225,RNF225
49404225,Rnf183,RNF183
49404226,Tmem88,TMEM88
49404227,Mrpl32,MRPL32
49404228,Btd,BTD
49404229,Llgl1,LLGL1
49404230,Nipsnap1,NIPSNAP1
49404231,Trmt10b,TRMT10B
49404232,Glyctk,GLYCTK
49404233,Ino80b,INO80B
49404234,Vrtn,VRTN
49404235,Tmem106c,TMEM106C
49404236,Agmat,AGMAT
49404237,Snx21,SNX21
49404238,Tfam,TFAM
49404239,Trmt12,TYW2
49404240,Tmem44,TMEM44
49404241,Wdr74,WDR74
49404242,Abhd12,ABHD12
49404243,Ccnb3,CCNB3
49404244,Samd13,SAMD13
49404245,Mrpl21,MRPL21
49404246,Coq6,COQ6
49404247,Utp18,UTP18
49404248,Ddx28,DDX28
49404249,Slc25a21,SLC25A21
49404250,Mrps6,MRPS6
49404251,Pex11b,PEX11B
49404252,Coa5,COA5
49404253,Hebp1,HEBP1
49404254,Dpcd,DPCD
49404255,Rnf182,RNF182
49404256,Mrpl18,MRPL18
49404257,Kctd13,KCTD13
49404258,Cuedc1,CUEDC1
49404259,Anapc15,ANAPC15
49404260,Slc24a2,SLC24A2
49404261,N4bp2,N4BP2
49404262,Zglp1,ZGLP1
49404263,Trim23,TRIM23
49404264,Abcd4,ABCD4
49404265,Ppp1r35,PPP1R35
49404266,Asphd2,ASPHD2
49404267,Snai3,SNAI3
49404268,Pofut4,POFUT4
49404269,Ttll11,TTLL11
49404270,Iba57,IBA57
49404271,Commd4,COMMD4
49404272,Gabra1,GABRA1
49404273,Cntn4,CNTN4
49404274,Khdrbs2,KHDRBS2
49404275,Avl9,AVL9
49404276,Hspa12a,HSPA12A
49404277,Tspan14,TSPAN14
49404278,Wnt9a,WNT9A
49404279,Prkar1b,PRKAR1B
49404280,Zfp523,ZNF76
49404281,Dnajb14,DNAJB14
49404282,Ubxn10,UBXN10
49404283,Mrps14,MRPS14
49404284,Pter,PTER
49404285,Mrpl35,MRPL35
49404286,Frmd7,FRMD7
49404287,Ppm1h,PPM1H
49404288,Mrps5,MRPS5
49404289,Nxf2,NXF2
49404290,Nxf7,NXF2
49404291,Nxf3,NXF3
49404292,Josd1,JOSD1
49404293,Rbms3,RBMS3
49404294,Isoc1,ISOC1
49404295,Rab33a,RAB33A
49404296,Spa17,SPA17
49404298,Cdk4,CDK4
49404299,Pomt1,POMT1
49404300,Tusc2,TUSC2
49404301,Srrd,SRRD
49404302,Clcn4,CLCN4
49404303,Srd5a1,SRD5A1
49404304,Slc27a6,SLC27A6
49404305,Gpr146,GPR146
49404306,Rab43,RAB43
49404307,Tmppe,TMPPE
49404308,Os9,OS9
49404309,Pds5a,PDS5A
49404310,Rgs18,RGS18
49404311,Xaf1,XAF1
49404312,Cep44,CEP44
49404313,Rap1gap2,RAP1GAP2
49404314,Vps4a,VPS4A
49404315,Atf6b,ATF6B
49404316,Mtmr2,MTMR2
49404317,Acap1,ACAP1
49404318,Larp4b,LARP4B
49404319,Mdh1b,MDH1B
49404320,Armc7,ARMC7
49404321,Mbnl1,MBNL1
49404322,Dalrd3,DALRD3
49404323,Trim3,TRIM3
49404324,Eno4,ENO4
49404325,Jmjd4,JMJD4
49404326,Zfp362,ZNF362
49404327,Hsd17b7,HSD17B7
49404328,Agpat2,AGPAT2
49404329,Agpat1,AGPAT1
49404330,Stpg2,STPG2
49404331,Ndufaf7,NDUFAF7
49404332,Vps37c,VPS37C
49404333,Pros1,PROS1
49404334,Gnl1,GNL1
49404335,Rad21l,RAD21L1
49404336,Dcun1d3,DCUN1D3
49404337,Ipcef1,IPCEF1
49404338,Ggact,GGACT
49404339,Rab21,RAB21
49404340,Csk,CSK
49404341,Tada2a,TADA2A
49404342,Tsen2,TSEN2
49404343,Exd1,EXD1
49404344,Osbpl9,OSBPL9
49404345,Atp8a1,ATP8A1
49404346,Alkbh5,ALKBH5
49404347,Gabpb1,GABPB1
49404348,Wdsub1,WDSUB1
49404349,Mov10l1,MOV10L1
49404350,Dhrs7l,DHRS7
49404351,Dhrs7,DHRS7
49404352,Slc38a9,SLC38A9
49404353,Zc3hc1,ZC3HC1
49404354,Gtf2a1l,GTF2A1L
49404355,Fancc,FANCC
49404356,Ptpro,PTPRO
49404357,Tbx15,TBX15
49404358,Fxn,FXN
49404359,Dnlz,DNLZ
49404360,Rab36,RAB36
49404361,Tbl1x,TBL1X
49404362,Ids,IDS
49404363,Palm3,PALM3
49404364,Shq1,SHQ1
49404365,Dele1,DELE1
49404366,Leng8,LENG8
49404367,Klhl8,KLHL8
49404368,Nfkbie,NFKBIE
49404369,Creg1,CREG1
49404370,Filip1l,FILIP1L
49404371,Lancl2,LANCL2
49404372,Shisa3,SHISA3
49404373,St8sia1,ST8SIA1
49404374,Echdc3,ECHDC3
49404375,Sowahc,SOWAHC
49404376,Fbxl7,FBXL7
49404377,Mapkapk3,MAPKAPK3
49404378,Tesk2,TESK2
49404379,Strn,STRN
49404380,Epc1,EPC1
49404381,Zfp276,ZNF276
49404382,Srebf2,SREBF2
49404383,Mansc1,MANSC1
49404384,Fam98b,FAM98B
49404385,Galns,GALNS
49404386,Rps6ka3,RPS6KA3
49404387,A430005L14Rik,C1orf174
49404388,Slc16a4,SLC16A4
49404389,Sytl4,SYTL4
49404390,Rabep2,RABEP2
49404391,Zdhhc21,ZDHHC21
49404392,G6pc3,G6PC3
49404393,Tsfm,TSFM
49404394,Pde8a,PDE8A
49404395,Sh2b1,SH2B1
49404396,Mbd5,MBD5
49404397,Zbtb49,ZBTB49
49404398,Erich3,ERICH3
49404399,Dis3l,DIS3L
49404400,Plbd2,PLBD2
49404401,Tmem266,TMEM266
49404402,Hyal6,HYAL6P
49404403,Slc45a1,SLC45A1
49404404,R3hdm4,R3HDM4
49404405,Ubac2,UBAC2
49404406,Cep57,CEP57
49404407,Ttll7,TTLL7
49404408,Engase,ENGASE
49404409,Fam149b,FAM149B1
49404410,Sfxn3,SFXN3
49404411,D2hgdh,D2HGDH
49404412,Pank2,PANK2
49404413,Wfdc1,WFDC1
49404414,Tmem98,TMEM98
49404415,Atg9a,ATG9A
49404416,Pdk3,PDK3
49404417,Slc25a2,SLC25A2
49404418,Elmod1,ELMOD1
49404419,Mrps2,MRPS2
49404425,Sirt3,SIRT3
49404426,Bckdhb,BCKDHB
49404427,Mto1,MTO1
49404428,Hip1r,HIP1R
49404429,Gripap1,GRIPAP1
49404430,Galt,GALT
49404431,Rnf126,RNF126
49404432,Cd226,CD226
49404433,Actr3b,ACTR3B
49404434,Dhx35,DHX35
49404435,Crym,CRYM
49404436,Them5,THEM5
49404437,Them4,THEM4
49404438,Ate1,ATE1
49404439,Ogg1,OGG1
49404440,Tmem205,TMEM205
49404441,Gpatch3,GPATCH3
49404442,Klhl32,KLHL32
49404443,Ccdc170,CCDC170
49404444,Atg9b,ATG9B
49404445,M1ap,M1AP
49404446,Ube4a,UBE4A
49404447,Micu1,MICU1
49404448,Rasgrp3,RASGRP3
49404449,Ube2j2,UBE2J2
49404450,Rragd,RRAGD
49404451,Cox19,COX19
49404452,Prss8,PRSS8
49404453,Samd8,SAMD8
49404454,Neurl2,NEURL2
49404455,Adrb2,ADRB2
49404456,Ulk3,ULK3
49404457,Abcg1,ABCG1
49404458,Cep128,CEP128
49404459,Taco1,TACO1
49404460,Cdnf,CDNF
49404461,Cerkl,CERKL
49404462,Dnajc10,DNAJC10
49404463,Hsf5,HSF5
49404464,Trafd1,TRAFD1
49404465,Nudt6,NUDT6
49404466,Dnai2,DNAI2
49404467,Tmco6,TMCO6
49404468,Smim15,SMIM15
49404469,Dok6,DOK6
49404470,Sgk3,C8orf44-SGK3
49404471,Fam114a1,FAM114A1
49404472,Faap24,FAAP24
49404473,Mgat2,MGAT2
49404474,Lrrc3b,LRRC3B
